iter	RMSE
0	0.1110858273
1	0.1036238085
2	0.09665758448
3	0.09007244424
4	0.08403822028
5	0.07833925904
6	0.07307663108
7	0.06817450719
8	0.06356317789
9	0.05929374652
10	0.05526598431
11	0.05152620016
12	0.04804269451
13	0.04481594837
14	0.04178350942
15	0.03900874607
16	0.03636832393
17	0.0339393668
18	0.03163809083
19	0.02950635443
20	0.02752725343
21	0.02568820193
22	0.02398728073
23	0.02240349149
24	0.02098127731
25	0.01961591326
26	0.01833429367
27	0.01714724588
28	0.01607852194
29	0.015041747
30	0.0140819707
31	0.01319917523
32	0.01234125103
33	0.01154022076
34	0.01079661415
35	0.01012121949
36	0.009498666858
37	0.008923731973
38	0.008387212446
39	0.007891587812
40	0.007430140588
41	0.007001543653
42	0.006605559776
43	0.006242322755
44	0.005912569687
45	0.005592063426
46	0.005290701906
47	0.005033393878
48	0.004794241935
49	0.004551028948
50	0.004342502121
51	0.004141859476
52	0.003953928931
53	0.003781125546
54	0.003634637706
55	0.003475701242
56	0.003331524415
57	0.003207428359
58	0.003097181722
59	0.002988822034
60	0.002889578014
61	0.002808301688
62	0.002724530211
63	0.002651387004
64	0.00258214203
65	0.00252185652
66	0.002460016149
67	0.002401361333
68	0.002351026425
69	0.002299884153
70	0.002256981163
71	0.002217753589
72	0.002185204935
73	0.00215102743
74	0.002113500525
75	0.002086149093
76	0.002056421952
77	0.002025641429
78	0.002000345178
79	0.00197305006
80	0.001947079761
81	0.001923738111
82	0.001904957323
83	0.001881417357
84	0.001862343197
85	0.001846524652
86	0.001831846123
87	0.001810597253
88	0.0017968697
89	0.001778018391
90	0.001762950542
91	0.001749457592
92	0.001735090504
93	0.001721916151
94	0.00171056893
95	0.001699439185
96	0.001689017312
97	0.001678636375
98	0.00166534934
99	0.001653615737
100	0.001646291475
101	0.001635653351
102	0.001628427662
103	0.001617605899
104	0.001610402751
105	0.00160212683
106	0.001592864647
107	0.001583094341
108	0.001575439596
109	0.001568250627
110	0.001558717609
111	0.001548862449
112	0.001541701119
113	0.001533947969
114	0.00152625589
115	0.001518631314
116	0.001509258433
117	0.001503049677
118	0.001494471012
119	0.001489671571
120	0.001482691464
121	0.001476769434
122	0.001471047265
123	0.00146503562
124	0.001459011468
125	0.001452212147
126	0.001445431095
127	0.001439913079
128	0.001433576288
129	0.001428229325
130	0.001421678059
131	0.001417876074
132	0.001412156002
133	0.001407743714
134	0.001404085486
135	0.001397941693
136	0.001392171762
137	0.00138693118
138	0.001381975473
139	0.001375284358
140	0.001369585974
141	0.001363846372
142	0.001359448222
143	0.001354747335
144	0.001348895215
145	0.001343684265
146	0.001339039302
147	0.001334989761
148	0.001331133594
149	0.001325891881
150	0.001320937379
151	0.001314792233
152	0.00131040421
153	0.00130684707
154	0.001302059072
155	0.001297583622
156	0.001291671445
157	0.001286840635
158	0.001282093502
159	0.001277645152
160	0.001272415777
161	0.001268123195
162	0.001264923058
163	0.001260634903
164	0.001256136125
165	0.001251003299
166	0.001247198035
167	0.001243951597
168	0.001240120312
169	0.001236495074
170	0.001231534433
171	0.001226867298
172	0.001223094227
173	0.001219971769
